t_s,v_ms,f_ZZ_Hz,f_REF_Hz,H_eff_s,P_gov_MW,omega0_rads,Pelec0_MW,Pzz0_kW,lam0,omega1_rads,Pelec1_MW,Pzz1_kW,lam1,omega2_rads,Pelec2_MW,Pzz2_kW,lam2,omega3_rads,Pelec3_MW,Pzz3_kW,lam3,omega4_rads,Pelec4_MW,Pzz4_kW,lam4
40.68,10.633,49.78333,49.78263,4.00805,85.2193,1.1458,4.1524,339.413,6.463,1.1236,3.7183,-339.413,6.344,1.1236,3.7181,-339.413,6.344,1.1459,4.1538,339.413,6.464,1.1348,3.9342,0.0,6.404
40.7,10.631,49.78265,49.78196,4.008048,85.5718,1.1461,4.1598,346.731,6.467,1.123,3.7061,-346.731,6.342,1.123,3.7059,-346.731,6.342,1.1462,4.1611,346.731,6.467,1.1346,3.9318,0.0,6.404
40.72,10.629,49.78199,49.78131,4.008047,85.9251,1.1465,4.1669,353.83,6.47,1.1225,3.694,-353.83,6.34,1.1224,3.6938,-353.83,6.34,1.1465,4.1683,353.83,6.47,1.1345,3.9293,0.0,6.405
40.74,10.627,49.78135,49.78069,4.008045,86.279,1.1468,4.174,360.705,6.473,1.1219,3.6821,-360.705,6.337,1.1219,3.6819,-360.705,6.337,1.1469,4.1753,360.705,6.473,1.1344,3.9269,0.0,6.406
40.76,10.625,49.78073,49.78008,4.008043,86.6336,1.1471,4.1809,367.353,6.476,1.1213,3.6703,-367.353,6.335,1.1213,3.6702,-367.353,6.335,1.1472,4.1822,367.353,6.477,1.1343,3.9245,0.0,6.406
40.78,10.623,49.78014,49.7795,4.008041,86.9887,1.1474,4.1877,373.768,6.479,1.1207,3.6588,-373.768,6.333,1.1207,3.6587,-373.768,6.333,1.1475,4.189,373.768,6.48,1.1342,3.9221,0.0,6.407
40.8,10.621,49.77957,49.77894,4.00804,87.3443,1.1478,4.1943,379.948,6.482,1.1202,3.6474,-379.948,6.331,1.1202,3.6473,-379.948,6.331,1.1478,4.1955,379.948,6.483,1.134,3.9197,0.0,6.407
40.82,10.619,49.77902,49.77841,4.008038,87.7003,1.1481,4.2008,385.887,6.485,1.1196,3.6362,-385.887,6.329,1.1196,3.6361,-385.887,6.329,1.1481,4.202,385.887,6.486,1.1339,3.9173,0.0,6.408
40.84,10.617,49.7785,49.7779,4.008036,88.0566,1.1484,4.207,391.583,6.488,1.1191,3.6252,-391.583,6.328,1.1191,3.6251,-391.583,6.328,1.1484,4.2082,391.583,6.489,1.1338,3.915,0.0,6.408
40.86,10.615,49.778,49.77741,4.008035,88.4132,1.1486,4.2132,397.031,6.491,1.1185,3.6144,-397.031,6.326,1.1185,3.6144,-397.031,6.326,1.1487,4.2143,397.031,6.491,1.1337,3.9127,0.0,6.409
40.88,10.613,49.77752,49.77694,4.008033,88.7699,1.1489,4.2191,402.229,6.494,1.118,3.6038,-402.229,6.324,1.118,3.6038,-402.229,6.324,1.149,4.2203,402.229,6.494,1.1336,3.9104,0.0,6.41
40.9,10.611,49.77706,49.7765,4.008031,89.1268,1.1492,4.2249,407.172,6.497,1.1175,3.5934,-407.172,6.322,1.1175,3.5934,-407.172,6.322,1.1492,4.226,407.172,6.497,1.1335,3.9081,0.0,6.41
40.92,10.609,49.77663,49.77608,4.00803,89.4837,1.1494,4.2305,411.859,6.499,1.117,3.5832,-411.859,6.32,1.117,3.5833,-411.859,6.32,1.1495,4.2315,411.859,6.5,1.1334,3.9058,0.0,6.411
40.94,10.607,49.77622,49.77568,4.008028,89.8405,1.1497,4.2359,416.285,6.502,1.1165,3.5733,-416.285,6.319,1.1165,3.5734,-416.285,6.319,1.1497,4.2369,416.285,6.502,1.1333,3.9036,0.0,6.411
40.96,10.605,49.77583,49.77531,4.008027,90.1973,1.1499,4.2411,420.448,6.505,1.1161,3.5635,-420.448,6.317,1.1161,3.5637,-420.448,6.317,1.15,4.2421,420.448,6.505,1.1332,3.9014,0.0,6.412
40.98,10.603,49.77547,49.77496,4.008025,90.5538,1.1502,4.246,424.346,6.507,1.1156,3.5541,-424.346,6.315,1.1156,3.5542,-424.346,6.315,1.1502,4.247,424.346,6.507,1.1331,3.8992,0.0,6.412
41.0,10.601,49.77513,49.77463,4.008023,90.9101,1.1504,4.2508,427.975,6.509,1.1151,3.5448,-427.975,6.314,1.1152,3.545,-427.975,6.314,1.1504,4.2518,427.975,6.51,1.1329,3.897,0.0,6.413
41.02,10.6,49.77481,49.77432,4.008022,91.266,1.1506,4.2554,431.335,6.512,1.1147,3.5358,-431.335,6.312,1.1147,3.536,-431.335,6.312,1.1506,4.2563,431.335,6.512,1.1328,3.8948,0.0,6.413
41.04,10.598,49.77451,49.77404,4.00802,91.6216,1.1508,4.2598,434.422,6.514,1.1143,3.527,-434.422,6.311,1.1143,3.5273,-434.422,6.311,1.1508,4.2606,434.422,6.514,1.1327,3.8927,0.0,6.414
41.06,10.596,49.77423,49.77378,4.008019,91.9767,1.151,4.2639,437.234,6.516,1.1139,3.5185,-437.234,6.31,1.1139,3.5188,-437.234,6.31,1.151,4.2647,437.234,6.517,1.1326,3.8906,0.0,6.414
41.08,10.594,49.77398,49.77354,4.008017,92.3312,1.1511,4.2679,439.771,6.518,1.1135,3.5102,-439.771,6.308,1.1135,3.5106,-439.771,6.308,1.1512,4.2686,439.771,6.519,1.1325,3.8885,0.0,6.415
41.1,10.592,49.77375,49.77332,4.008016,92.6852,1.1513,4.2716,442.029,6.521,1.1131,3.5022,-442.029,6.307,1.1131,3.5027,-442.029,6.307,1.1513,4.2723,442.029,6.521,1.1324,3.8864,0.0,6.415
41.12,10.591,49.77354,49.77312,4.008014,93.0384,1.1515,4.275,444.009,6.523,1.1127,3.4945,-444.009,6.306,1.1127,3.495,-444.009,6.306,1.1515,4.2757,444.009,6.523,1.1323,3.8843,0.0,6.416
41.14,10.589,49.77336,49.77295,4.008013,93.3909,1.1516,4.2783,445.708,6.525,1.1123,3.487,-445.708,6.305,1.1124,3.4875,-445.708,6.305,1.1516,4.2789,445.708,6.525,1.1322,3.8823,0.0,6.416
41.16,10.587,49.77319,49.7728,4.008011,93.7426,1.1517,4.2813,447.125,6.526,1.112,3.4798,-447.125,6.304,1.112,3.4804,-447.125,6.304,1.1518,4.2818,447.125,6.527,1.1321,3.8802,0.0,6.417
41.18,10.586,49.77305,49.77267,4.00801,94.0934,1.1519,4.284,448.26,6.528,1.1116,3.4728,-448.26,6.303,1.1117,3.4735,-448.26,6.303,1.1519,4.2845,448.26,6.528,1.132,3.8782,0.0,6.417
41.2,10.584,49.77293,49.77257,4.008008,94.4433,1.152,4.2866,449.112,6.53,1.1113,3.4662,-449.112,6.302,1.1113,3.4669,-449.112,6.302,1.152,4.287,449.112,6.53,1.1319,3.8762,0.0,6.418
41.22,10.582,49.77283,49.77248,4.008007,94.7921,1.1521,4.2888,449.68,6.532,1.111,3.4598,-449.68,6.301,1.111,3.4605,-449.68,6.301,1.1521,4.2892,449.68,6.532,1.1318,3.8743,0.0,6.418
41.24,10.581,49.77276,49.77242,4.008005,95.1399,1.1521,4.2909,449.964,6.533,1.1107,3.4537,-449.964,6.3,1.1108,3.4545,-449.964,6.3,1.1522,4.2912,449.964,6.533,1.1317,3.8723,0.0,6.418
41.26,10.579,49.7727,49.77238,4.008004,95.4865,1.1491,4.2927,-449.964,6.535,1.1137,3.4479,449.964,6.3,1.1137,3.4487,449.964,6.3,1.1491,4.2929,-449.964,6.535,1.1317,3.8704,0.0,6.419
41.28,10.577,49.77267,49.77236,4.008003,95.8319,1.1462,4.2287,-449.68,6.518,1.1164,3.5065,449.68,6.317,1.1165,3.5074,449.68,6.318,1.1463,4.2289,-449.68,6.518,1.1316,3.8684,0.0,6.419
41.3,10.576,49.77266,49.77237,4.008001,96.176,1.1436,4.1692,-449.112,6.503,1.119,3.5613,449.112,6.334,1.119,3.5623,449.112,6.334,1.1436,4.1693,-449.112,6.503,1.1315,3.8665,0.0,6.42
41.32,10.574,49.77267,49.77239,4.008,96.5188,1.1411,4.1137,-448.26,6.489,1.1213,3.6123,448.26,6.349,1.1214,3.6134,448.26,6.35,1.1411,4.1138,-448.26,6.489,1.1314,3.8647,0.0,6.42
41.34,10.573,49.7727,49.77244,4.007999,96.8602,1.1388,4.0622,-447.125,6.476,1.1235,3.6599,447.125,6.364,1.1236,3.661,447.125,6.364,1.1388,4.0622,-447.125,6.476,1.1313,3.8628,0.0,6.421
41.36,10.571,49.77275,49.7725,4.007998,97.2001,1.1366,4.0142,-445.708,6.463,1.1256,3.7041,445.708,6.377,1.1256,3.7053,445.708,6.377,1.1366,4.0141,-445.708,6.463,1.1312,3.861,0.0,6.421
41.38,10.57,49.77283,49.77259,4.007997,97.5385,1.1346,3.9695,-444.009,6.452,1.1275,3.7452,444.009,6.39,1.1275,3.7464,444.009,6.39,1.1346,3.9694,-444.009,6.452,1.1311,3.8591,0.0,6.421
41.4,10.568,49.77292,49.7727,4.007995,97.8753,1.1327,3.9279,-442.029,6.441,1.1292,3.7834,442.029,6.401,1.1293,3.7847,442.029,6.401,1.1327,3.9278,-442.029,6.441,1.131,3.8573,0.0,6.422
41.42,10.567,49.77304,49.77283,4.007994,98.2104,1.1309,3.8893,-439.771,6.432,1.1308,3.8188,439.771,6.412,1.1309,3.8201,439.771,6.412,1.1309,3.8891,-439.771,6.432,1.1309,3.8556,0.0,6.422
41.44,10.565,49.77317,49.77298,4.007993,98.5439,1.1293,3.8534,-437.234,6.422,1.1323,3.8515,437.234,6.422,1.1324,3.8529,437.234,6.422,1.1293,3.8532,-437.234,6.422,1.1308,3.8538,0.0,6.423
41.46,10.564,49.77333,49.77315,4.007992,98.8755,1.1277,3.82,-434.422,6.414,1.1337,3.8818,434.422,6.431,1.1337,3.8832,434.422,6.432,1.1277,3.8198,-434.422,6.414,1.1308,3.852,0.0,6.423
41.48,10.562,49.77351,49.77334,4.007991,99.2054,1.1263,3.789,-431.335,6.406,1.1349,3.9098,431.335,6.44,1.135,3.9112,431.335,6.44,1.1263,3.7887,-431.335,6.406,1.1307,3.8503,0.0,6.423
41.5,10.561,49.77371,49.77355,4.00799,99.5333,1.125,3.7603,-427.975,6.399,1.1361,3.9355,427.975,6.448,1.1362,3.937,427.975,6.448,1.125,3.76,-427.975,6.399,1.1306,3.8486,0.0,6.424
41.52,10.56,49.77392,49.77378,4.007989,99.8593,1.1238,3.7337,-424.346,6.392,1.1371,3.9592,424.346,6.455,1.1372,3.9607,424.346,6.456,1.1238,3.7333,-424.346,6.392,1.1305,3.8469,0.0,6.424
41.54,10.558,49.77416,49.77404,4.007988,100.1834,1.1227,3.709,-420.448,6.386,1.1381,3.9808,420.448,6.462,1.1382,3.9824,420.448,6.463,1.1226,3.7086,-420.448,6.386,1.1304,3.8452,0.0,6.424
41.56,10.557,49.77442,49.77431,4.007987,100.5053,1.1216,3.6863,-416.285,6.381,1.139,4.0007,416.285,6.468,1.1391,4.0023,416.285,6.469,1.1216,3.6858,-416.285,6.381,1.1304,3.8436,0.0,6.425
41.58,10.556,49.7747,49.7746,4.007986,100.8251,1.1206,3.6652,-411.859,6.376,1.1398,4.0188,411.859,6.474,1.1399,4.0204,411.859,6.475,1.1206,3.6648,-411.859,6.375,1.1303,3.8419,0.0,6.425
41.6,10.554,49.77499,49.77491,4.007984,101.1428,1.1198,3.6458,-407.172,6.371,1.1405,4.0352,407.172,6.48,1.1406,4.0368,407.172,6.48,1.1197,3.6454,-407.172,6.371,1.1302,3.8403,0.0,6.426
41.62,10.553,49.77531,49.77524,4.007983,101.4583,1.1189,3.628,-402.229,6.367,1.1412,4.0501,402.229,6.484,1.1412,4.0517,402.229,6.485,1.1189,3.6276,-402.229,6.366,1.1301,3.8387,0.0,6.426
41.64,10.552,49.77564,49.77559,4.007982,101.7715,1.1182,3.6117,-397.031,6.363,1.1417,4.0635,397.031,6.489,1.1418,4.0651,397.031,6.489,1.1182,3.6112,-397.031,6.363,1.13,3.8372,0.0,6.426
41.66,10.55,49.776,49.77596,4.007981,102.0823,1.1175,3.5967,-391.583,6.359,1.1422,4.0755,391.583,6.493,1.1423,4.0771,391.583,6.494,1.1175,3.5962,-391.583,6.359,1.13,3.8356,0.0,6.427
41.68,10.549,49.77637,49.77634,4.00798,102.3908,1.1169,3.5831,-385.887,6.356,1.1427,4.0862,385.887,6.497,1.1428,4.0878,385.887,6.497,1.1169,3.5826,-385.887,6.356,1.1299,3.834,0.0,6.427
41.7,10.548,49.77676,49.77675,4.007979,102.6968,1.1163,3.5707,-379.948,6.353,1.1431,4.0956,379.948,6.5,1.1432,4.0973,379.948,6.501,1.1163,3.5702,-379.948,6.353,1.1298,3.8325,0.0,6.427
41.72,10.547,49.77717,49.77717,4.007978,103.0004,1.1158,3.5595,-373.768,6.351,1.1434,4.1039,373.768,6.503,1.1435,4.1056,373.768,6.504,1.1158,3.559,-373.768,6.351,1.1297,3.831,0.0,6.428
41.74,10.545,49.7776,49.77762,4.007977,103.3015,1.1154,3.5494,-367.353,6.349,1.1437,4.1111,367.353,6.506,1.1438,4.1127,367.353,6.506,1.1153,3.5489,-367.353,6.349,1.1297,3.8295,0.0,6.428
41.76,10.544,49.77805,49.77808,4.007976,103.5999,1.115,3.5403,-360.705,6.347,1.144,4.1172,360.705,6.508,1.1441,4.1188,360.705,6.509,1.1149,3.5399,-360.705,6.347,1.1296,3.8281,0.0,6.428
41.78,10.543,49.77851,49.77856,4.007975,103.8958,1.1146,3.5323,-353.83,6.345,1.1442,4.1223,353.83,6.51,1.1443,4.124,353.83,6.511,1.1146,3.5318,-353.83,6.345,1.1295,3.8266,0.0,6.428
41.8,10.542,49.779,49.77905,4.007974,104.189,1.1143,3.5252,-346.731,6.344,1.1444,4.1265,346.731,6.512,1.1444,4.1281,346.731,6.513,1.1143,3.5248,-346.731,6.344,1.1295,3.8252,0.0,6.429
41.82,10.541,49.7795,49.77957,4.007973,104.4794,1.114,3.519,-339.413,6.343,1.1445,4.1298,339.413,6.514,1.1445,4.1314,339.413,6.514,1.114,3.5186,-339.413,6.343,1.1294,3.8238,0.0,6.429
41.84,10.54,49.78001,49.7801,4.007972,104.7671,1.1138,3.5137,-331.881,6.342,1.1445,4.1322,331.881,6.515,1.1446,4.1338,331.881,6.516,1.1138,3.5133,-331.881,6.342,1.1293,3.8224,0.0,6.429
41.86,10.539,49.78055,49.78065,4.007971,105.052,1.1136,3.5093,-324.139,6.341,1.1446,4.1339,324.139,6.516,1.1447,4.1354,324.139,6.517,1.1136,3.5089,-324.139,6.341,1.1293,3.821,0.0,6.43
41.88,10.538,49.7811,49.78121,4.00797,105.334,1.1135,3.5056,-316.192,6.341,1.1446,4.1347,316.192,6.517,1.1447,4.1363,316.192,6.518,1.1135,3.5052,-316.192,6.341,1.1292,3.8196,0.0,6.43
41.9,10.536,49.78167,49.7818,4.007969,105.6132,1.1134,3.5026,-308.046,6.341,1.1446,4.1349,308.046,6.518,1.1446,4.1364,308.046,6.518,1.1133,3.5023,-308.046,6.341,1.1291,3.8183,0.0,6.43
41.92,10.535,49.78226,49.78239,4.007968,105.8894,1.1133,3.5004,-299.705,6.341,1.1445,4.1344,299.705,6.518,1.1446,4.1358,299.705,6.519,1.1133,3.5001,-299.705,6.341,1.1291,3.817,0.0,6.43
41.94,10.534,49.78286,49.78301,4.007967,106.1626,1.1132,3.4988,-291.175,6.341,1.1444,4.1332,291.175,6.519,1.1445,4.1346,291.175,6.519,1.1132,3.4985,-291.175,6.341,1.129,3.8156,0.0,6.431
41.96,10.533,49.78348,49.78364,4.007966,106.4328,1.1132,3.4979,-282.461,6.341,1.1443,4.1314,282.461,6.519,1.1444,4.1328,282.461,6.519,1.1132,3.4977,-282.461,6.341,1.1289,3.8144,0.0,6.431
41.98,10.532,49.78411,49.78429,4.007965,106.6999,1.1132,3.4976,-273.569,6.342,1.1442,4.129,273.569,6.519,1.1442,4.1304,273.569,6.519,1.1132,3.4974,-273.569,6.342,1.1289,3.8131,0.0,6.431
42.0,10.531,49.78476,49.78495,4.007964,106.964,1.1133,3.4979,-264.503,6.342,1.144,4.126,264.503,6.519,1.1441,4.1274,264.503,6.519,1.1133,3.4978,-264.503,6.342,1.1288,3.8118,0.0,6.431
42.02,10.531,49.78543,49.78563,4.007963,107.2249,1.1134,3.4988,-255.271,6.343,1.1438,4.1226,255.271,6.518,1.1439,4.1239,255.271,6.519,1.1133,3.4987,-255.271,6.343,1.1288,3.8106,0.0,6.432
42.04,10.53,49.78611,49.78633,4.007962,107.4826,1.1135,3.5002,-245.877,6.344,1.1436,4.1186,245.877,6.518,1.1437,4.1198,245.877,6.518,1.1134,3.5001,-245.877,6.344,1.1287,3.8094,0.0,6.432
42.06,10.529,49.78681,49.78704,4.007962,107.7371,1.1136,3.5022,-236.329,6.345,1.1434,4.1141,236.329,6.517,1.1434,4.1153,236.329,6.517,1.1136,3.5021,-236.329,6.345,1.1286,3.8082,0.0,6.432
42.08,10.528,49.78752,49.78776,4.007961,107.9884,1.1137,3.5046,-226.63,6.347,1.1431,4.1092,226.63,6.516,1.1432,4.1104,226.63,6.517,1.1137,3.5046,-226.63,6.347,1.1286,3.807,0.0,6.432
42.1,10.527,49.78824,49.7885,4.00796,108.2364,1.1139,3.5075,-216.789,6.348,1.1428,4.1038,216.789,6.515,1.1429,4.105,216.789,6.516,1.1139,3.5076,-216.789,6.348,1.1285,3.8058,0.0,6.433
42.12,10.526,49.78898,49.78925,4.007959,108.4811,1.1141,3.5109,-206.811,6.349,1.1425,4.0981,206.811,6.514,1.1426,4.0992,206.811,6.515,1.1141,3.511,-206.811,6.349,1.1285,3.8047,0.0,6.433
42.14,10.525,49.78974,49.79002,4.007958,108.7224,1.1143,3.5147,-196.702,6.351,1.1422,4.0919,196.702,6.513,1.1423,4.093,196.702,6.513,1.1143,3.5148,-196.702,6.351,1.1284,3.8036,0.0,6.433
42.16,10.524,49.79051,49.7908,4.007958,108.9604,1.1145,3.519,-186.469,6.353,1.1419,4.0854,186.469,6.512,1.1419,4.0864,186.469,6.512,1.1145,3.5191,-186.469,6.353,1.1284,3.8024,0.0,6.433
42.18,10.523,49.79129,49.7916,4.007957,109.1949,1.1148,3.5236,-176.118,6.355,1.1415,4.0785,176.118,6.51,1.1416,4.0795,176.118,6.511,1.1148,3.5238,-176.118,6.355,1.1283,3.8014,0.0,6.433
42.2,10.523,49.79209,49.79241,4.007956,109.426,1.115,3.5286,-165.656,6.356,1.1412,4.0712,165.656,6.509,1.1412,4.0722,165.656,6.509,1.1151,3.5288,-165.656,6.357,1.1283,3.8003,0.0,6.434
42.22,10.522,49.7929,49.79323,4.007955,109.6536,1.1153,3.534,-155.089,6.358,1.1408,4.0637,155.089,6.507,1.1408,4.0646,155.089,6.508,1.1154,3.5342,-155.089,6.359,1.1282,3.7992,0.0,6.434
42.24,10.521,49.79372,49.79407,4.007955,109.8777,1.1156,3.5397,-144.425,6.361,1.1404,4.0558,144.425,6.506,1.1404,4.0567,144.425,6.506,1.1157,3.54,-144.425,6.361,1.1281,3.7982,0.0,6.434
42.26,10.52,49.79456,49.79491,4.007954,110.0983,1.116,3.5458,-133.669,6.363,1.14,4.0477,133.669,6.504,1.14,4.0485,133.669,6.504,1.116,3.5461,-133.669,6.363,1.1281,3.7972,0.0,6.434
42.28,10.52,49.79541,49.79578,4.007953,110.3153,1.1163,3.5521,-122.828,6.365,1.1396,4.0393,122.828,6.502,1.1396,4.04,122.828,6.502,1.1163,3.5525,-122.828,6.365,1.1281,3.7962,0.0,6.434
42.3,10.519,49.79627,49.79665,4.007953,110.5288,1.1166,3.5588,-111.91,6.367,1.1391,4.0306,111.91,6.5,1.1392,4.0313,111.91,6.5,1.1167,3.5593,-111.91,6.368,1.128,3.7952,0.0,6.434
42.32,10.518,49.79714,49.79753,4.007952,110.7386,1.117,3.5658,-100.922,6.37,1.1387,4.0216,100.922,6.498,1.1387,4.0223,100.922,6.498,1.117,3.5663,-100.922,6.37,1.128,3.7942,0.0,6.435
42.34,10.517,49.79803,49.79843,4.007951,110.9448,1.1174,3.5731,-89.869,6.372,1.1382,4.0125,89.869,6.496,1.1383,4.0131,89.869,6.496,1.1174,3.5736,-89.869,6.372,1.1279,3.7932,0.0,6.435
42.36,10.517,49.79892,49.79934,4.007951,111.1473,1.1178,3.5806,-78.76,6.375,1.1378,4.0031,78.76,6.494,1.1378,4.0037,78.76,6.494,1.1178,3.5812,-78.76,6.375,1.1279,3.7923,0.0,6.435
42.38,10.516,49.79983,49.80026,4.00795,111.3462,1.1182,3.5884,-67.602,6.378,1.1373,3.9935,67.602,6.492,1.1373,3.994,67.602,6.492,1.1182,3.589,-67.602,6.378,1.1278,3.7914,0.0,6.435
42.4,10.515,49.80075,49.80119,4.007949,111.5413,1.1186,3.5964,-56.4,6.38,1.1368,3.9837,56.4,6.489,1.1368,3.9842,56.4,6.489,1.1186,3.597,-56.4,6.38,1.1278,3.7905,0.0,6.435
42.42,10.515,49.80168,49.80213,4.007949,111.7328,1.119,3.6046,-45.163,6.383,1.1363,3.9737,45.163,6.487,1.1363,3.9742,45.163,6.487,1.1191,3.6053,-45.163,6.383,1.1277,3.7896,0.0,6.435
42.44,10.514,49.80263,49.80309,4.007948,111.9204,1.1194,3.6131,-33.897,6.386,1.1358,3.9636,33.897,6.484,1.1358,3.964,33.897,6.484,1.1195,3.6138,-33.897,6.386,1.1277,3.7887,0.0,6.435
42.46,10.514,49.80358,49.80405,4.007948,112.1044,1.1199,3.6217,-22.61,6.389,1.1353,3.9533,22.61,6.482,1.1353,3.9536,22.61,6.482,1.1199,3.6225,-22.61,6.389,1.1277,3.7879,0.0,6.436
42.48,10.513,49.80454,49.80502,4.007947,112.2845,1.1203,3.6306,-11.309,6.391,1.1348,3.9428,11.309,6.479,1.1348,3.9431,11.309,6.479,1.1204,3.6314,-11.309,6.392,1.1276,3.787,0.0,6.436
42.5,10.513,49.80551,49.80601,4.007947,112.4608,1.1208,3.6396,0.0,6.394,1.1342,3.9322,-0.0,6.477,1.1343,3.9325,-0.0,6.477,1.1208,3.6405,0.0,6.395,1.1276,3.7862,0.0,6.436
42.52,10.512,49.8065,49.807,4.007946,112.6333,1.1213,3.6488,11.309,6.397,1.1337,3.9215,-11.309,6.474,1.1337,3.9217,-11.309,6.474,1.1213,3.6498,11.309,6.398,1.1275,3.7854,0.0,6.436
42.54,10.511,49.80749,49.808,4.007946,112.802,1.1217,3.6582,22.61,6.4,1.1332,3.9106,-22.61,6.471,1.1332,3.9108,-22.61,6.471,1.1218,3.6592,22.61,6.401,1.1275,3.7846,0.0,6.436
42.56,10.511,49.80849,49.80902,4.007945,112.9668,1.1222,3.6677,33.897,6.403,1.1326,3.8997,-33.897,6.469,1.1326,3.8998,-33.897,6.469,1.1223,3.6687,33.897,6.404,1.1275,3.7839,0.0,6.436
42.58,10.51,49.8095,49.81004,4.007945,113.1278,1.1227,3.6774,45.163,6.406,1.1321,3.8886,-45.163,6.466,1.1321,3.8888,-45.163,6.466,1.1228,3.6784,45.163,6.407,1.1274,3.7831,0.0,6.436
42.6,10.51,49.81052,49.81107,4.007944,113.2849,1.1232,3.6872,56.4,6.409,1.1315,3.8775,-56.4,6.463,1.1315,3.8776,-56.4,6.463,1.1233,3.6882,56.4,6.41,1.1274,3.7824,0.0,6.436
42.62,10.509,49.81155,49.8121,4.007944,113.4381,1.1237,3.6971,67.602,6.412,1.131,3.8662,-67.602,6.46,1.131,3.8663,-67.602,6.46,1.1238,3.6982,67.602,6.413,1.1274,3.7817,0.0,6.436
42.64,10.509,49.81258,49.81315,4.007943,113.5874,1.1242,3.7071,78.76,6.416,1.1304,3.8549,-78.76,6.457,1.1304,3.855,-78.76,6.457,1.1243,3.7082,78.76,6.416,1.1273,3.781,0.0,6.436
42.66,10.509,49.81363,49.8142,4.007943,113.7328,1.1247,3.7172,89.869,6.419,1.1299,3.8435,-89.869,6.454,1.1299,3.8436,-89.869,6.454,1.1248,3.7184,89.869,6.419,1.1273,3.7803,0.0,6.437
42.68,10.508,49.81468,49.81526,4.007943,113.8743,1.1252,3.7274,100.922,6.422,1.1293,3.8321,-100.922,6.451,1.1293,3.8321,-100.922,6.451,1.1253,3.7286,100.922,6.422,1.1273,3.7796,0.0,6.437
42.7,10.508,49.81574,49.81633,4.007942,114.0118,1.1257,3.7377,111.91,6.425,1.1287,3.8207,-111.91,6.448,1.1287,3.8206,-111.91,6.448,1.1258,3.7389,111.91,6.425,1.1272,3.779,0.0,6.437
42.72,10.507,49.8168,49.81741,4.007942,114.1454,1.1262,3.748,122.828,6.428,1.1282,3.8092,-122.828,6.445,1.1282,3.8091,-122.828,6.445,1.1263,3.7493,122.828,6.429,1.1272,3.7784,0.0,6.437
42.74,10.507,49.81788,49.81849,4.007941,114.275,1.1268,3.7585,133.669,6.431,1.1276,3.7976,-133.669,6.442,1.1276,3.7976,-133.669,6.442,1.1268,3.7597,133.669,6.432,1.1272,3.7777,0.0,6.437
42.76,10.507,49.81896,49.81958,4.007941,114.4007,1.1273,3.7689,144.425,6.435,1.127,3.7861,-144.425,6.439,1.127,3.786,-144.425,6.439,1.1273,3.7702,144.425,6.435,1.1271,3.7771,0.0,6.437
42.78,10.506,49.82005,49.82068,4.007941,114.5224,1.1278,3.7794,155.089,6.438,1.1265,3.7745,-155.089,6.436,1.1265,3.7744,-155.089,6.436,1.1279,3.7808,155.089,6.438,1.1271,3.7766,0.0,6.437
42.8,10.506,49.82114,49.82178,4.00794,114.6402,1.1283,3.79,165.656,6.441,1.1259,3.763,-165.656,6.433,1.1259,3.7628,-165.656,6.433,1.1284,3.7913,165.656,6.441,1.1271,3.776,0.0,6.437
42.82,10.506,49.82224,49.82289,4.00794,114.754,1.1288,3.8005,176.118,6.444,1.1253,3.7514,-176.118,6.43,1.1253,3.7513,-176.118,6.43,1.1289,3.8019,176.118,6.444,1.1271,3.7754,0.0,6.437
42.84,10.505,49.82334,49.824,4.00794,114.8638,1.1294,3.8111,186.469,6.447,1.1248,3.7399,-186.469,6.427,1.1247,3.7397,-186.469,6.427,1.1294,3.8125,186.469,6.448,1.127,3.7749,0.0,6.437
42.86,10.505,49.82445,49.82512,4.007939,114.9697,1.1299,3.8217,196.702,6.45,1.1242,3.7284,-196.702,6.424,1.1242,3.7282,-196.702,6.424,1.1299,3.8231,196.702,6.451,1.127,3.7744,0.0,6.437
42.88,10.505,49.82557,49.82624,4.007939,115.0716,1.1304,3.8323,206.811,6.453,1.1236,3.7169,-206.811,6.421,1.1236,3.7167,-206.811,6.421,1.1305,3.8337,206.811,6.454,1.127,3.7739,0.0,6.437
42.9,10.505,49.82669,49.82737,4.007939,115.1695,1.1309,3.8429,216.789,6.457,1.123,3.7054,-216.789,6.418,1.123,3.7052,-216.789,6.418,1.131,3.8443,216.789,6.457,1.127,3.7734,0.0,6.437
42.92,10.504,49.82781,49.8285,4.007938,115.2634,1.1314,3.8535,226.63,6.46,1.1225,3.694,-226.63,6.415,1.1225,3.6938,-226.63,6.415,1.1315,3.8549,226.63,6.46,1.1269,3.7729,0.0,6.437
42.94,10.504,49.82894,49.82964,4.007938,115.3533,1.132,3.864,236.329,6.463,1.1219,3.6827,-236.329,6.412,1.1219,3.6824,-236.329,6.412,1.132,3.8655,236.329,6.463,1.1269,3.7725,0.0,6.437
42.96,10.504,49.83008,49.83078,4.007938,115.4393,1.1325,3.8745,245.877,6.466,1.1214,3.6714,-245.877,6.409,1.1214,3.6712,-245.877,6.408,1.1325,3.876,245.877,6.466,1.1269,3.7721,0.0,6.437
42.98,10.504,49.83122,49.83193,4.007937,115.5213,1.133,3.885,255.271,6.469,1.1208,3.6602,-255.271,6.405,1.1208,3.6599,-255.271,6.405,1.133,3.8864,255.271,6.469,1.1269,3.7716,0.0,6.437
